grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,1,1,6021.52
60,60,1,1,10935.85
100,100,1,1,22494.74
200,100,1,1,38504.39
200,200,1,1,67391.54
300,150,1,1,75617.7
300,300,1,1,138966.0
400,200,1,1,130964.4
400,300,1,1,188753.5
400,400,1,1,246544.4
30,30,1,10,2104.6899999999996
60,60,1,10,6314.39
100,100,1,10,16852.950000000004
30,30,1,20,1886.15
60,60,1,20,6057.840000000001
30,30,1,50,1754.83
