grid_x,grid_y,grid_z,batch_size,average_main_time
100,100,100,1,288219.2
200,200,200,1,2217640.0
300,300,300,1,6362750.0
400,400,400,1,15607200.0
500,500,500,1,31081800.0
600,600,600,1,50249000.0
700,700,600,1,69992000.0
1800,1800,100,1,79291600.0
