grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,69575.2
50,50,50,1,286465.2
100,100,100,1,1619159.0
150,150,150,1,4822727.0
200,200,200,1,10822840.0
250,250,250,1,20690566.666666668
300,300,300,1,34079200.0
30,30,30,10,41677.6
50,50,50,10,209288.5
100,100,100,10,1367725.0
150,150,150,10,4288370.0
30,30,30,50,39216.4
50,50,50,50,202401.0
100,100,100,50,1343420.0
