File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 10000 Batches (kJ)
100_1_hls_power_profile.csv,100,1,1,1,10000,,25167,,,
100_10_hls_power_profile.csv,100,1,1,10,10000,,4377,,,
100_20_hls_power_profile.csv,100,1,1,20,10000,,4468,,,
100_50_hls_power_profile.csv,100,1,1,50,20000,,4264,,,
100_100_hls_power_profile.csv,100,1,1,100,20000,,3837,,,
100_200_hls_power_profile.csv,100,1,1,200,40000,,4399,,,
150_1_hls_power_profile.csv,150,1,1,1,10000,,25323,,,
150_10_hls_power_profile.csv,150,1,1,10,10000,,3760,,,
150_20_hls_power_profile.csv,150,1,1,20,10000,,3734,,,
150_50_hls_power_profile.csv,150,1,1,50,20000,,4393,,,
150_100_hls_power_profile.csv,150,1,1,100,20000,,3755,,,
150_200_hls_power_profile.csv,150,1,1,200,40000,,4215,,,
200_1_hls_power_profile.csv,200,1,1,1,10000,,25259,,,
200_10_hls_power_profile.csv,200,1,1,10,10000,,3755,,,
200_20_hls_power_profile.csv,200,1,1,20,10000,,3859,,,
200_50_hls_power_profile.csv,200,1,1,50,20000,,3751,,,
200_100_hls_power_profile.csv,200,1,1,100,20000,,4271,,,
500_1_hls_power_profile.csv,500,1,1,1,10000,,29189,,,
500_10_hls_power_profile.csv,500,1,1,10,10000,,8866,,,
500_20_hls_power_profile.csv,500,1,1,20,10000,,4289,,,
500_50_hls_power_profile.csv,500,1,1,50,20000,,8235,,,
1000_1_hls_power_profile.csv,1000,1,1,1,10000,,29327,,,
1000_10_hls_power_profile.csv,1000,1,1,10,10000,,7795,,,
1000_20_hls_power_profile.csv,1000,1,1,20,10000,,7812,,,
2000_1_hls_power_profile.csv,2000,1,1,1,10000,,37299,,,
2000_10_hls_power_profile.csv,2000,1,1,10,10000,,13213,,,
5000_1_hls_power_profile.csv,5000,1,1,1,10000,,50889,,,
10000_1_hls_power_profile.csv,10000,1,1,1,10000,,79312,,,
20000_1_hls_power_profile.csv,20000,1,1,1,5000,,67743,,,
30000_1_hls_power_profile.csv,30000,1,1,1,2000,,37249,,,
