File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1000 Batches (kJ)
1000_1000_512_hls_power_profile.csv,1000,1000,1,1,100,47.00609931034483,18158,0.8535367512772415,0.008535367512772415,8.535367512772416
2500_2500_512_hls_power_profile.csv,2500,2500,1,1,100,47.951259431318675,46533,2.2313159551175517,0.022313159551175517,22.313159551175517
5000_5000_512_hls_power_profile.csv,5000,5000,1,1,50,47.969806760135135,93731,4.496257957434226,0.08992515914868453,89.92515914868453
10000_10000_512_hls_power_profile.csv,10000,10000,1,1,30,47.812207430276985,218477,10.445867642744624,0.34819558809148743,348.1955880914874
15000_15000_512_hls_power_profile.csv,15000,15000,1,1,20,47.756237881528655,332937,15.899818571562506,0.7949909285781253,794.9909285781252
20000_20000_512_hls_power_profile.csv,20000,20000,1,1,10,47.73251105527994,298850,14.264860928870412,1.4264860928870413,1426.4860928870414
