grid_x,grid_y,grid_z,batch_size,average_main_time
1000,1000,1,1,10529.3
2500,2500,1,1,66850.9
5000,5000,1,1,265439.2
10000,10000,1,1,1075010.0
15000,15000,1,1,2390455.0
20000,20000,1,1,4323750.0
