Timestamp,Power (W)
1787097268100,36.582964
1787097268362,36.582964
1787097268526,36.582964
1787097268681,36.582964
1787097268851,36.582964
1787097269027,36.507882
1787097269189,36.507882
1787097269357,36.507882
1787097269521,36.507882
1787097269679,36.507882
1787097269837,36.507882
1787097270014,36.419252
1787097270177,36.419252
1787097270337,36.419252
1787097270493,36.419252
1787097270653,36.419252
1787097270815,36.419252
1787097270976,36.359190
1787097271145,36.359190
1787097271308,36.359190
1787097271465,36.359190
1787097271622,36.359190
1787097271788,36.359190
1787097271955,36.359190
1787097272136,36.377728
1787097272297,36.377728
1787097272452,36.377728
1787097272615,36.377728
1787097272773,36.377728
1787097272930,36.377728
1787097273094,36.594219
1787097273268,36.594219
1787097273423,36.594219
1787097273581,36.594219
1787097273752,36.594219
1787097273911,36.594219
1787097274070,36.594219
1787097274233,36.214350
1787097274415,36.214350
1787097274578,36.214350
1787097274745,36.214350
1787097274903,36.214350
1787097275060,36.214350
1787097275218,36.178608
1787097275383,36.178608
1787097275549,36.178608
1787097275712,36.178608
1787097275873,36.178608
1787097276041,36.178608
1787097276201,36.444133
1787097276364,36.444133
1787097276536,36.444133
1787097276700,36.444133
1787097276866,36.444133
1787097277027,36.444133
1787097277188,36.444133
1787097277361,36.249006
1787097277525,36.249006
1787097277697,36.249006
1787097277858,36.249006
1787097278019,36.249006
1787097278175,36.249006
1787097278337,36.248664
1787097278505,36.248664
1787097278664,36.248664
1787097278837,36.248664
1787097278995,36.248664
1787097279158,36.248664
1787097279318,36.248664
1787097279482,36.354808
1787097279646,36.354808
1787097279819,36.354808
1787097279979,36.354808
1787097280142,36.354808
1787097280297,36.354808
1787097280467,36.052495
1787097280632,36.052495
1787097280792,36.052495
1787097280964,36.052495
1787097281132,36.052495
1787097281288,36.052495
1787097281456,36.367770
1787097281622,36.367770
1787097281785,36.367770
1787097281958,36.367770
1787097282113,36.367770
1787097282275,36.367770
1787097282432,36.367770
1787097282593,36.276787
1787097282752,36.276787
1787097282911,36.276787
1787097283084,36.276787
1787097283245,36.276787
1787097283406,36.276787
1787097283565,36.398834
1787097283724,36.398834
1787097283882,36.398834
1787097284044,36.398834
1787097284211,36.398834
1787097284376,36.398834
1787097284534,36.398834
1787097284701,36.420170
1787097284864,36.420170
1787097285019,36.420170
1787097285196,36.420170
1787097285356,36.420170
1787097285516,36.420170
1787097285678,36.176790
1787097285849,36.176790
1787097286005,36.176790
1787097286176,36.176790
1787097286345,36.176790
1787097286510,36.176790
1787097286671,36.296126
1787097286829,36.296126
1787097286997,36.296126
1787097287159,36.296126
1787097287339,36.296126
1787097287497,36.296126
1787097287663,38.826948
1787097287824,38.826948
1787097287994,38.826948
1787097288154,38.826948
1787097288316,38.826948
1787097288485,38.826948
1787097288641,38.826948
1787097288800,40.875704
1787097288964,40.875704
1787097289126,40.875704
1787097289288,40.875704
1787097289451,40.875704
1787097289621,40.875704
1787097289785,41.570829
1787097289950,41.570829
1787097290108,41.570829
1787097290270,41.570829
1787097290433,41.570829
1787097290593,41.570829
1787097290761,43.168155
1787097290927,43.168155
1787097291087,43.168155
1787097291244,43.168155
1787097291398,43.168155
1787097291559,43.168155
1787097291717,43.168155
1787097292082,37.040208
1787097292248,37.040208
1787097292406,37.040208
1787097292565,37.040208
1787097292729,37.040208
1787097292887,37.040208
1787097293045,36.509998
1787097293224,36.509998
1787097293385,36.509998
1787097293547,36.509998
1787097293712,36.509998
1787097293869,36.509998
1787097294030,36.208263
1787097294194,36.208263
1787097294370,36.208263
1787097294529,36.208263
1787097294687,36.208263
1787097294851,36.208263
1787097295008,36.208263
1787097295172,36.263393
1787097295332,36.263393
1787097295500,36.263393
1787097295660,36.263393
1787097295818,36.263393
1787097295982,36.263393
1787097296144,36.330488
1787097296308,36.330488
1787097296483,36.330488
1787097296639,36.330488
1787097296802,36.330488
1787097296966,36.330488
1787097297127,36.330488
1787097297289,36.260882
1787097297444,36.260882
1787097297611,36.260882
1787097297768,36.260882
1787097297931,36.260882
1787097298092,36.260882
1787097298249,36.415618
1787097298419,36.415618
1787097298584,36.415618
1787097298756,36.415618
1787097298917,36.415618
1787097299073,36.415618
1787097299230,36.415618
1787097299385,36.474888
1787097299541,36.474888
1787097299701,36.474888
1787097299870,36.474888
1787097300033,36.474888
1787097300190,36.474888
1787097300358,36.555420
1787097300520,36.555420
1787097300681,36.555420
1787097300853,36.555420
1787097301015,36.555420
1787097301176,36.555420
1787097301332,36.555420
1787097301493,36.373643
1787097301654,36.373643
1787097301822,36.373643
1787097301992,36.373643
1787097302149,36.373643
1787097302312,36.373643
1787097302475,36.510990
1787097302632,36.510990
1787097302789,36.510990
1787097302955,36.510990
1787097303122,36.510990
1787097303284,36.510990
1787097303446,36.510990
1787097303608,36.269221
1787097303762,36.269221
1787097303920,36.269221
1787097304078,36.269221
1787097304244,36.269221
1787097304409,36.269221
1787097304569,36.456858
1787097304733,36.456858
1787097304890,36.456858
1787097305053,36.456858
1787097305213,36.456858
1787097305379,36.456858
1787097305542,36.456858
1787097305701,36.496294
1787097305867,36.496294
1787097306033,36.496294
1787097306193,36.496294
1787097306369,36.496294
1787097306528,36.496294
1787097306686,38.059707
1787097306848,38.059707
1787097307003,38.059707
1787097307156,38.059707
1787097307315,38.059707
1787097307474,38.059707
1787097307634,38.059707
1787097307800,40.891045
1787097307961,40.891045
1787097308120,40.891045
1787097308282,40.891045
1787097308462,40.891045
1787097308629,40.891045
1787097308794,40.756820
1787097308953,40.756820
1787097309118,40.756820
1787097309281,40.756820
1787097309438,40.756820
1787097309607,40.756820
1787097309771,40.322178
1787097309935,40.322178
1787097310103,40.322178
1787097310262,40.322178
1787097310426,40.322178
1787097310594,40.322178
1787097310756,40.322178
1787097310914,37.639830
1787097311067,37.639830
1787097311230,37.639830
1787097311384,37.639830
1787097311538,37.639830
1787097311704,37.639830
1787097311859,37.639830
1787097312017,36.272419
1787097312173,36.272419
1787097312337,36.272419
1787097312493,36.272419
1787097312653,36.272419
1787097312819,36.272419
1787097312976,36.363277
1787097313129,36.363277
1787097313284,36.363277
1787097313447,36.363277
1787097313600,36.363277
1787097313758,36.363277
1787097313932,36.363277
1787097314094,36.094016
1787097314251,36.094016
1787097314412,36.094016
1787097314574,36.094016
1787097314741,36.094016
1787097314892,36.094016
1787097315052,36.088624
1787097315203,36.088624
1787097315352,36.088624
1787097315502,36.088624
1787097315656,36.088624
1787097315811,36.088624
1787097315963,36.088624
1787097316134,36.284149
1787097316294,36.284149
1787097316452,36.284149
1787097316615,36.284149
1787097316775,36.284149
1787097316923,36.284149
1787097317082,36.491192
1787097317243,36.491192
1787097317407,36.491192
1787097317568,36.491192
1787097317732,36.491192
1787097317885,36.491192
1787097318043,36.491192
1787097318206,36.605100
1787097318379,36.605100
1787097318541,36.605100
1787097318699,36.605100
1787097318859,36.605100
1787097319019,36.605100
1787097319175,36.133963
1787097319330,36.133963
1787097319491,36.133963
1787097319651,36.133963
1787097319815,36.133963
1787097319973,36.133963
1787097320134,36.133963
1787097320291,36.118737
1787097320447,36.118737
1787097320616,36.118737
1787097320783,36.118737
1787097320941,36.118737
1787097321094,36.118737
1787097321250,36.252157
1787097321409,36.252157
1787097321572,36.252157
1787097321738,36.252157
1787097321896,36.252157
1787097322055,36.252157
1787097322214,36.252157
1787097322382,36.336406
1787097322543,36.336406
1787097322706,36.336406
1787097322886,36.336406
1787097323047,36.336406
1787097323206,36.336406
1787097323360,36.358120
1787097323522,36.358120
1787097323685,36.358120
1787097323842,36.358120
1787097324012,36.358120
1787097324171,36.358120
1787097324335,36.358120
1787097324489,36.480313
1787097324652,36.480313
1787097324812,36.480313
1787097324966,36.480313
1787097325131,36.480313
1787097325287,36.480313
1787097325452,36.434447
1787097325614,36.434447
1787097325779,36.434447
1787097325935,36.434447
1787097326091,36.434447
1787097326260,36.434447
1787097326421,36.434447
1787097326578,39.371907
1787097326736,39.371907
1787097326890,39.371907
1787097327049,39.371907
1787097327208,39.371907
1787097327372,39.371907
1787097327537,40.206508
1787097327695,40.206508
1787097327856,40.206508
1787097328013,40.206508
1787097328175,40.206508
1787097328331,40.206508
1787097328508,40.206508
1787097328667,43.281762
1787097328828,43.281762
1787097328982,43.281762
1787097329146,43.281762
1787097329304,43.281762
1787097329463,43.281762
1787097329647,41.077727
1787097329814,41.077727
1787097329969,41.077727
1787097330126,41.077727
1787097330279,41.077727
1787097330435,41.077727
1787097330589,41.077727
1787097330875,36.808320
1787097331041,36.808320
1787097331203,36.808320
1787097331367,36.808320
1787097331526,36.808320
1787097331694,36.808320
1787097331867,36.519330
1787097332029,36.519330
1787097332184,36.519330
1787097332345,36.519330
1787097332507,36.519330
1787097332663,36.519330
1787097332825,36.693652
1787097332995,36.693652
1787097333153,36.693652
1787097333317,36.693652
1787097333472,36.693652
1787097333642,36.693652
1787097333801,36.693652
1787097333961,36.553223
1787097334129,36.553223
