File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1000 Batches (kJ),Tile Size X
1000_1000_512_hls_power_profile.csv,1000,1000,1,1,100,48.14910677333334,9627,0.4635314509068801,0.004635314509068801,4.635314509068801,512
2500_2500_512_hls_power_profile.csv,2500,2500,1,1,100,46.90260209978308,47895,2.246400127569111,0.022464001275691106,22.464001275691107,512
5000_5000_512_hls_power_profile.csv,5000,5000,1,1,50,47.277319751955304,93767,4.4330524411815935,0.08866104882363186,88.66104882363186,512
10000_10000_512_hls_power_profile.csv,10000,10000,1,1,30,46.84208132598275,218827,10.250312130320827,0.3416770710106942,341.67707101069425,512
15000_15000_512_hls_power_profile.csv,15000,15000,1,1,20,46.82352768241302,330665,15.482901781105104,0.7741450890552553,774.1450890552552,512
20000_20000_512_hls_power_profile.csv,20000,20000,1,1,10,46.73465097041685,287273,13.42560338822456,1.342560338822456,1342.560338822456,512
1000_1000_1024_hls_power_profile.csv,1000,1000,1,1,100,47.85840410958904,7771,0.3719076583356164,0.003719076583356164,3.719076583356164,1024
2500_2500_1024_hls_power_profile.csv,2500,2500,1,1,100,47.3208193287037,45592,2.1574507948342587,0.021574507948342588,21.57450794834259,1024
5000_5000_1024_hls_power_profile.csv,5000,5000,1,1,50,46.78775139071348,92144,4.311210564145903,0.08622421128291807,86.22421128291808,1024
10000_10000_1024_hls_power_profile.csv,10000,10000,1,1,30,46.5654570213075,216496,10.081235183284988,0.3360411727761663,336.0411727761663,1024
15000_15000_1024_hls_power_profile.csv,15000,15000,1,1,20,46.52520176116505,324007,15.074491047029806,0.7537245523514903,753.7245523514903,1024
20000_20000_1024_hls_power_profile.csv,20000,20000,1,1,10,46.51255028843538,283896,13.204726976685652,1.3204726976685652,1320.4726976685652,1024
1000_1000_2048_hls_power_profile.csv,1000,1000,1,1,100,48.84015178378378,7922,0.3869116824311351,0.003869116824311351,3.869116824311351,2048
2500_2500_2048_hls_power_profile.csv,2500,2500,1,1,100,47.58471467590028,46146,2.1958442434340943,0.021958442434340943,21.95844243434094,2048
5000_5000_2048_hls_power_profile.csv,5000,5000,1,1,50,46.907480279532166,91204,4.278149831414451,0.08556299662828902,85.56299662828901,2048
10000_10000_2048_hls_power_profile.csv,10000,10000,1,1,30,46.53794976444876,216368,10.06932311463425,0.3356441038211416,335.64410382114164,2048
15000_15000_2048_hls_power_profile.csv,15000,15000,1,1,20,46.47468009255451,314882,14.634040216903747,0.7317020108451874,731.7020108451874,2048
20000_20000_2048_hls_power_profile.csv,20000,20000,1,1,10,46.524458152173914,284443,13.233556450178803,1.3233556450178803,1323.3556450178803,2048
1000_1000_4096_hls_power_profile.csv,1000,1000,1,1,100,50.81070329113923,8415,0.42757206819493654,0.004275720681949365,4.275720681949365,4096
2500_2500_4096_hls_power_profile.csv,2500,2500,1,1,100,47.05722452969122,44195,2.0796940380897038,0.020796940380897036,20.796940380897038,4096
5000_5000_4096_hls_power_profile.csv,5000,5000,1,1,50,46.60934951886792,88869,4.142126282392273,0.08284252564784547,82.84252564784548,4096
10000_10000_4096_hls_power_profile.csv,10000,10000,1,1,30,46.5320288196923,210179,9.780055285294107,0.32600184284313694,326.00184284313696,4096
15000_15000_4096_hls_power_profile.csv,15000,15000,1,1,20,46.392429397675386,310416,14.400952363908802,0.72004761819544,720.04761819544,4096
20000_20000_4096_hls_power_profile.csv,20000,20000,1,1,10,46.41058117843866,277575,12.882417070605111,1.2882417070605112,1288.2417070605113,4096
1000_1000_8192_hls_power_profile.csv,1000,1000,1,1,100,47.900951625000005,7692,0.36845411989950005,0.0036845411989950005,3.6845411989950003,8192
2500_2500_8192_hls_power_profile.csv,2500,2500,1,1,100,47.205628156028375,44131,2.0832315761536884,0.020832315761536883,20.832315761536883,8192
5000_5000_8192_hls_power_profile.csv,5000,5000,1,1,50,46.951573895113235,88013,4.132348873230601,0.08264697746461203,82.64697746461202,8192
10000_10000_8192_hls_power_profile.csv,10000,10000,1,1,30,46.535295232572494,209598,9.75370481015673,0.32512349367189103,325.123493671891,8192
15000_15000_8192_hls_power_profile.csv,15000,15000,1,1,20,46.42203526546498,315016,14.623683861185716,0.7311841930592858,731.1841930592858,8192
20000_20000_8192_hls_power_profile.csv,20000,20000,1,1,10,46.44233651931649,281724,13.083920813567918,1.3083920813567917,1308.3920813567918,8192
