grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,56782.2
50,50,50,1,225195.6
100,100,100,1,1206445.0
150,150,150,1,3512013.0
200,200,200,1,7688728.0
250,250,250,1,14360100.0
300,300,300,1,23834100.0
30,30,30,10,29182.1
50,50,50,10,144842.0
100,100,100,10,935742.0
150,150,150,10,2927730.0
30,30,30,50,26737.7
50,50,50,50,137714.5
100,100,100,50,912711.0
