File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 50 Batches (kJ)
30_30_30_1_hls_power_profile.csv,30,30,30,1,100,34.0,14985,0.50949,0.0050949,0.254745
30_30_30_10_hls_power_profile.csv,30,30,30,10,200,40.666666666666664,9970,0.4054466666666667,0.0020272333333333334,0.10136166666666667
30_30_30_50_hls_power_profile.csv,30,30,30,50,500,43.4,19496,0.8461263999999998,0.0016922527999999996,0.08461263999999998
50_50_50_1_hls_power_profile.csv,50,50,50,1,100,39.42857142857143,29508,1.1634582857142857,0.011634582857142856,0.5817291428571428
50_50_50_10_hls_power_profile.csv,50,50,50,10,200,41.1,43988,1.8079068,0.009039534,0.4519767
50_50_50_50_hls_power_profile.csv,50,50,50,50,500,46.22727272727273,103008,4.761778909090909,0.009523557818181818,0.4761778909090909
100_100_100_1_hls_power_profile.csv,100,100,100,1,100,36.82857142857143,167043,6.151955057142858,0.06151955057142858,3.075977528571429
100_100_100_10_hls_power_profile.csv,100,100,100,10,200,38.46551724137931,279989,10.76992170689655,0.05384960853448275,2.6924804267241376
100_100_100_50_hls_power_profile.csv,100,100,100,50,500,38.737588652482266,688491,26.67048114893617,0.05334096229787234,2.6670481148936167
150_150_150_1_hls_power_profile.csv,150,150,150,1,100,37.59405940594059,491504,18.477630574257425,0.18477630574257425,9.238815287128713
150_150_150_10_hls_power_profile.csv,150,150,150,10,200,38.67977528089887,870512,33.67120853932584,0.16835604269662918,8.41780213483146
200_200_200_1_hls_power_profile.csv,200,200,200,1,20,44.02173913043478,221012,9.729332608695652,0.48646663043478255,24.323331521739128
250_250_250_1_hls_power_profile.csv,250,250,250,1,20,38.52873563218391,423016,16.29827163218391,0.8149135816091955,40.74567908045977
300_300_300_1_hls_power_profile.csv,300,300,300,1,20,43.46478873239437,692541,30.101148253521128,1.5050574126760563,75.25287063380281
