grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,65497.9
50,50,50,1,253110.1
100,100,100,1,1376794.0
150,150,150,1,4043600.0
200,200,200,1,8926820.0
250,250,250,1,16688700.0
300,300,300,1,28000700.0
30,30,30,10,35223.25
50,50,50,10,173349.0
100,100,100,10,1126150.0
150,150,150,10,3536440.0
30,30,30,50,32316.4
50,50,50,50,165652.0
100,100,100,50,1102610.0
