Timestamp,Power (W)
1785105725918,41.212103
1785105726177,37.061811
1785105726333,37.061811
1785105726489,37.061811
1785105726652,37.061811
1785105726838,37.061811
1785105726984,37.061811
1785105727148,34.701437
1785105727320,34.701437
1785105727515,34.701437
1785105727667,34.701437
1785105727847,34.701437
1785105728015,34.701437
1785105728174,34.604920
1785105728331,34.604920
1785105728495,34.604920
1785105728666,34.604920
1785105728818,34.604920
1785105728966,34.604920
1785105729122,39.743550
1785105729301,39.743550
1785105729459,39.743550
1785105729633,39.743550
1785105729791,39.743550
1785105729981,39.743550
1785105730137,41.114266
1785105730296,41.114266
1785105730447,41.114266
1785105730615,41.114266
1785105730771,41.114266
1785105730926,41.114266
1785105731081,41.114266
1785105731249,41.432289
1785105731408,41.432289
1785105731566,41.432289
1785105731716,41.432289
1785105731899,41.432289
1785105732047,41.432289
1785105732205,41.085238
1785105732361,41.085238
1785105732526,41.085238
1785105732676,41.085238
1785105732848,41.085238
1785105733024,41.085238
1785105733191,41.085238
1785105733350,41.218515
1785105733503,41.218515
1785105733654,41.218515
1785105733825,41.218515
1785105733976,41.218515
1785105734151,41.218515
1785105734306,41.064511
1785105734469,41.064511
1785105734631,41.064511
1785105734787,41.064511
1785105734942,41.064511
1785105735107,41.064511
1785105735278,41.064511
1785105735447,41.216650
1785105735603,41.216650
1785105735784,41.216650
1785105735938,41.216650
1785105736102,41.216650
1785105736272,41.216650
1785105736442,41.209660
1785105736594,41.209660
1785105736760,41.209660
1785105736916,41.209660
1785105737084,41.209660
1785105737236,41.209660
1785105737410,40.899345
1785105737564,40.899345
1785105737736,40.899345
1785105737883,40.899345
1785105738033,40.899345
1785105738188,40.899345
1785105738357,40.899345
1785105738514,41.129288
1785105738685,41.129288
1785105738847,41.129288
1785105739029,41.129288
1785105739179,41.129288
1785105739331,41.129288
1785105739505,40.991630
1785105739681,40.991630
1785105739830,40.991630
1785105739978,40.991630
1785105740132,40.991630
1785105740291,40.991630
1785105740475,41.069903
1785105740634,41.069903
1785105740819,41.069903
1785105741005,41.069903
1785105741175,41.069903
1785105741329,41.069903
1785105741500,40.910057
1785105741691,40.910057
1785105741860,40.910057
1785105742011,40.910057
1785105742188,40.910057
1785105742377,40.910057
1785105742535,41.223920
1785105742693,41.223920
1785105742849,41.223920
1785105743004,41.223920
1785105743177,41.223920
1785105743333,41.223920
1785105743484,41.223920
1785105743639,41.140106
1785105743820,41.140106
1785105743982,41.140106
1785105744130,41.140106
1785105744297,41.140106
1785105744448,41.140106
1785105744599,41.003520
1785105744749,41.003520
1785105744909,41.003520
1785105745068,41.003520
1785105745215,41.003520
1785105745386,41.003520
1785105745536,41.003520
1785105745707,41.364393
1785105745872,41.364393
1785105746032,41.364393
1785105746195,41.364393
1785105746354,41.364393
1785105746508,41.364393
1785105746662,41.307699
1785105746830,41.307699
1785105746983,41.307699
1785105747146,41.307699
1785105747299,41.307699
1785105747465,41.307699
1785105747614,41.307699
1785105747773,41.038521
1785105747927,41.038521
1785105748108,41.038521
1785105748261,41.038521
1785105748420,41.038521
1785105748582,41.038521
1785105748759,40.910680
1785105748926,40.910680
1785105749080,40.910680
1785105749258,40.910680
1785105749403,40.910680
1785105749553,40.910680
1785105749712,40.910680
1785105749901,40.616544
1785105750074,40.616544
1785105750227,40.616544
1785105750402,40.616544
1785105750560,40.616544
1785105750722,40.616544
1785105750883,40.978035
1785105751052,40.978035
1785105751202,40.978035
1785105751352,40.978035
1785105751530,40.978035
1785105751707,40.978035
1785105751879,41.188554
1785105752032,41.188554
1785105752187,41.188554
1785105752336,41.188554
1785105752481,41.188554
1785105752646,41.188554
1785105752826,41.188554
1785105753008,41.029932
1785105753155,41.029932
1785105753306,41.029932
1785105753455,41.029932
1785105753657,41.029932
1785105753828,41.029932
1785105753978,40.826248
1785105754134,40.826248
1785105754293,40.826248
1785105754481,40.826248
1785105754671,40.826248
1785105754815,40.826248
1785105754971,41.078705
1785105755127,41.078705
1785105755317,41.078705
1785105755466,41.078705
1785105755620,41.078705
1785105755787,41.078705
1785105755951,41.078705
1785105756103,41.142383
1785105756258,41.142383
1785105756440,41.142383
1785105756608,41.142383
1785105756765,41.142383
1785105756939,41.142383
1785105757105,41.113681
1785105757269,41.113681
1785105757422,41.113681
1785105757595,41.113681
1785105757800,41.113681
1785105757952,41.113681
1785105758115,41.335532
1785105758297,41.335532
1785105758482,41.335532
1785105758638,41.335532
1785105758811,41.335532
1785105759006,41.335532
1785105759181,41.136277
1785105759333,41.136277
1785105759505,41.136277
1785105759685,41.136277
1785105759867,41.136277
1785105760020,41.136277
1785105760205,40.948480
1785105760397,40.948480
1785105760550,40.948480
1785105760707,40.948480
1785105760902,40.948480
1785105761090,40.948480
1785105761236,40.975026
1785105761389,40.975026
1785105761571,40.975026
1785105761750,40.975026
1785105761914,40.975026
1785105762067,40.975026
1785105762246,40.819731
1785105762412,40.819731
1785105762569,40.819731
1785105762735,40.819731
1785105762902,40.819731
1785105763070,40.819731
1785105763223,41.067318
1785105763377,41.067318
1785105763540,41.067318
1785105763694,41.067318
1785105763857,41.067318
1785105764018,41.067318
1785105764179,41.067318
1785105764337,41.153801
1785105764506,41.153801
1785105764655,41.153801
1785105764808,41.153801
1785105764974,41.153801
1785105765153,41.153801
1785105765304,41.311752
1785105765458,41.311752
1785105765623,41.311752
1785105765780,41.311752
1785105765949,41.311752
1785105766099,41.311752
1785105766266,41.311752
1785105766421,41.208958
1785105766591,41.208958
1785105766738,41.208958
1785105766895,41.208958
1785105767059,41.208958
1785105767252,41.208958
1785105767402,41.014013
1785105767562,41.014013
1785105767719,41.014013
1785105767906,41.014013
1785105768058,41.014013
1785105768223,41.014013
1785105768397,40.939212
1785105768582,40.939212
1785105768740,40.939212
1785105768908,40.939212
1785105769067,40.939212
1785105769248,40.939212
1785105769414,41.138859
1785105769578,41.138859
1785105769763,41.138859
1785105769932,41.138859
1785105770083,41.138859
1785105770236,41.138859
1785105770423,41.415799
1785105770603,41.415799
1785105770749,41.415799
1785105770920,41.415799
1785105771077,41.415799
1785105771246,41.415799
1785105771393,41.071549
1785105771565,41.071549
1785105771748,41.071549
1785105771935,41.071549
1785105772090,41.071549
1785105772275,41.071549
1785105772455,41.021226
1785105772623,41.021226
1785105772770,41.021226
1785105772941,41.021226
1785105773104,41.021226
1785105773269,41.021226
1785105773417,41.175167
1785105773581,41.175167
1785105773750,41.175167
1785105773912,41.175167
1785105774065,41.175167
1785105774227,41.175167
1785105774382,41.175167
1785105774553,41.053308
1785105774704,41.053308
1785105774871,41.053308
1785105775022,41.053308
1785105775196,41.053308
1785105775346,41.053308
1785105775496,41.053308
1785105775654,41.266718
1785105775831,41.266718
1785105776000,41.266718
1785105776152,41.266718
1785105776304,41.266718
1785105776478,41.266718
1785105776633,40.989273
1785105776796,40.989273
1785105776953,40.989273
1785105777136,40.989273
1785105777290,40.989273
1785105777449,40.989273
1785105777600,40.989273
1785105777793,41.220175
1785105777950,41.220175
1785105778107,41.220175
1785105778268,41.220175
1785105778431,41.220175
1785105778586,41.220175
1785105778746,41.220175
1785105778899,41.206014
1785105779080,41.206014
1785105779236,41.206014
1785105779396,41.206014
1785105779560,41.206014
1785105779706,41.206014
1785105779857,41.060880
1785105780010,41.060880
1785105780182,41.060880
1785105780336,41.060880
1785105780506,41.060880
1785105780656,41.060880
1785105780818,41.060880
1785105780965,41.269163
1785105781114,41.269163
1785105781267,41.269163
1785105781447,41.269163
1785105781602,41.269163
1785105781763,41.269163
1785105781916,41.269163
1785105782090,41.100576
1785105782242,41.100576
1785105782398,41.100576
1785105782551,41.100576
1785105782747,41.100576
1785105782908,41.100576
1785105783070,41.137564
1785105783260,41.137564
1785105783412,41.137564
1785105783568,41.137564
1785105783718,41.137564
1785105783910,41.137564
1785105784067,36.692848
1785105784223,36.692848
1785105784374,36.692848
1785105784594,36.692848
1785105784746,36.692848
1785105784912,36.692848
1785105785065,37.162128
1785105785226,37.162128
1785105785377,37.162128
1785105785552,37.162128
1785105785707,37.162128
1785105785876,37.162128
1785105786035,37.162128
1785105786201,40.911104
1785105786369,40.911104
1785105786527,40.911104
1785105786684,40.911104
1785105786837,40.911104
1785105787014,40.911104
1785105787167,41.144128
1785105787328,41.144128
1785105787478,41.144128
1785105787628,41.144128
1785105787775,41.144128
1785105787926,41.144128
1785105788126,41.144128
1785105788277,41.001152
1785105788431,41.001152
1785105788590,41.001152
1785105788768,41.001152
1785105788926,41.001152
1785105789095,41.001152
1785105789245,41.108558
1785105789420,41.108558
1785105789568,41.108558
1785105789726,41.108558
1785105789876,41.108558
1785105790046,41.108558
1785105790214,41.108558
1785105790367,41.202519
1785105790555,41.202519
1785105790704,41.202519
1785105790854,41.202519
1785105791036,41.202519
1785105791217,41.202519
1785105791369,41.315775
1785105791525,41.315775
1785105791675,41.315775
1785105791841,41.315775
1785105791995,41.315775
1785105792146,41.315775
1785105792314,41.315775
1785105792471,41.094084
1785105792626,41.094084
1785105792777,41.094084
1785105792966,41.094084
1785105793112,41.094084
1785105793281,41.094084
1785105793444,40.394112
1785105793613,40.394112
1785105793766,40.394112
1785105793924,40.394112
1785105794076,40.394112
1785105794244,40.394112
1785105794397,40.394112
1785105794563,40.877904
1785105794713,40.877904
1785105794870,40.877904
1785105795023,40.877904
1785105795212,40.877904
1785105795389,40.877904
1785105795561,41.017010
1785105795712,41.017010
1785105795883,41.017010
1785105796074,41.017010
1785105796227,41.017010
1785105796386,41.017010
1785105796553,41.277568
1785105796756,41.277568
1785105796906,41.277568
1785105797055,41.277568
1785105797208,41.277568
1785105797384,41.277568
1785105797537,40.997636
1785105797703,40.997636
1785105797861,40.997636
1785105798042,40.997636
1785105798196,40.997636
1785105798357,40.997636
1785105798519,41.230128
1785105798699,41.230128
1785105798848,41.230128
1785105799012,41.230128
1785105799171,41.230128
1785105799346,41.230128
1785105799494,41.230128
1785105799653,41.108526
1785105799817,41.108526
1785105799993,41.108526
1785105800144,41.108526
1785105800299,41.108526
1785105800482,41.108526
1785105800632,41.168718
1785105800782,41.168718
1785105800948,41.168718
1785105801146,41.168718
1785105801294,41.168718
1785105801441,41.168718
1785105801594,41.168718
1785105801780,40.646490
1785105801938,40.646490
1785105802099,40.646490
1785105802254,40.646490
1785105802430,40.646490
1785105802577,40.646490
1785105802730,41.097244
1785105802923,41.097244
1785105803115,41.097244
1785105803273,41.097244
1785105803459,41.097244
1785105803648,41.097244
