grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,1,1,3738.84
60,60,1,1,5893.04
100,100,1,1,10501.98
200,100,1,1,17392.71
200,200,1,1,26872.35
300,150,1,1,31168.5
300,300,1,1,51948.4
30,30,1,10,856.64
60,60,1,10,2284.1400000000003
100,100,1,10,5831.37
30,30,1,20,687.08
60,60,1,20,2081.59
30,30,1,50,589.79
