grid_x,grid_y,grid_z,batch_size,average_main_time
1000,1000,1,1,10824.7
2500,2500,1,1,65630.5
5000,5000,1,1,271381.4
10000,10000,1,1,1050870.0
15000,15000,1,1,2409755.0
20000,20000,1,1,4236930.0
