Timestamp,Power (W)
1787053502307,34.521070
1787053502631,34.521070
1787053502800,34.521070
1787053502967,34.521070
1787053503130,34.521070
1787053503302,35.141453
1787053503473,35.141453
1787053503645,35.141453
1787053503806,35.141453
1787053503968,35.141453
1787053504130,35.141453
1787053504295,35.061362
1787053504449,35.061362
1787053504613,35.061362
1787053504783,35.061362
1787053504943,35.061362
1787053505098,35.061362
1787053505265,35.235161
1787053505421,35.235161
1787053505575,35.235161
1787053505733,35.235161
1787053505903,35.235161
1787053506060,35.235161
1787053506218,35.235161
1787053506374,35.340058
1787053506532,35.340058
1787053506697,35.340058
1787053506861,35.340058
1787053507027,35.340058
1787053507188,35.340058
1787053507345,35.547177
1787053507505,35.547177
1787053507666,35.547177
1787053507826,35.547177
1787053507982,35.547177
1787053508145,35.547177
1787053508305,35.547177
1787053508464,35.333593
1787053508620,35.333593
1787053508778,35.333593
1787053508939,35.333593
1787053509089,35.333593
1787053509252,35.333593
1787053509414,35.333593
1787053509581,35.181970
1787053509739,35.181970
1787053509901,35.181970
1787053510059,35.181970
1787053510219,35.181970
1787053510396,35.181970
1787053510555,35.303627
1787053510712,35.303627
1787053510865,35.303627
1787053511028,35.303627
1787053511184,35.303627
1787053511343,35.303627
1787053511510,35.303627
1787053511663,35.188233
1787053511829,35.188233
1787053511986,35.188233
1787053512149,35.188233
1787053512306,35.188233
1787053512460,35.188233
1787053512629,34.400590
1787053512781,34.400590
1787053512952,34.400590
1787053513113,34.400590
1787053513268,34.400590
1787053513429,34.400590
1787053513588,34.400590
1787053513881,34.311760
1787053514042,34.311760
1787053514204,34.311760
1787053514358,34.311760
1787053514513,34.311760
1787053514673,34.311760
1787053514832,34.935836
1787053514996,34.935836
1787053515158,34.935836
1787053515315,34.935836
1787053515475,34.935836
1787053515629,34.935836
1787053515781,34.935836
1787053515938,34.525628
1787053516101,34.525628
1787053516256,34.525628
1787053516416,34.525628
1787053516573,34.525628
1787053516732,34.525628
1787053516891,34.525628
1787053517050,34.664759
1787053517226,34.664759
1787053517385,34.664759
1787053517543,34.664759
1787053517701,34.664759
1787053517855,34.664759
1787053518010,34.808354
