File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1000 Batches (kJ),Tile Size X
1000_1000_512_hls_power_profile.csv,1000,1000,1,1,100,36.2531686036036,29980,1.0868699947360358,0.01086869994736036,10.868699947360358,512
2500_2500_512_hls_power_profile.csv,2500,2500,1,1,100,36.12362211611786,95157,3.4374155097034267,0.034374155097034266,34.37415509703427,512
5000_5000_512_hls_power_profile.csv,5000,5000,1,1,20,35.75217198568507,80973,2.894960622196877,0.14474803110984386,144.74803110984385,512
10000_10000_512_hls_power_profile.csv,10000,10000,1,1,10,35.67682297406989,157780,5.629089128848747,0.5629089128848748,562.9089128848748,512
15000_15000_512_hls_power_profile.csv,15000,15000,1,1,5,35.58401972858617,173656,6.17937852998736,1.2358757059974719,1235.8757059974719,512
20000_20000_512_hls_power_profile.csv,20000,20000,1,1,5,35.61812916675691,310779,11.069366564315546,2.213873312863109,2213.8733128631093,512
1000_1000_1024_hls_power_profile.csv,1000,1000,1,1,100,37.52456140845071,12041,0.45183324391915497,0.004518332439191549,4.518332439191549,1024
2500_2500_1024_hls_power_profile.csv,2500,2500,1,1,100,36.97718555555556,71944,2.660286637608889,0.02660286637608889,26.602866376088887,1024
5000_5000_1024_hls_power_profile.csv,5000,5000,1,1,20,36.55364115050167,58788,2.148915455955692,0.1074457727977846,107.4457727977846,1024
10000_10000_1024_hls_power_profile.csv,10000,10000,1,1,10,36.45871759285714,114566,4.1769294397432715,0.41769294397432716,417.69294397432714,1024
15000_15000_1024_hls_power_profile.csv,15000,15000,1,1,5,36.41352536726272,133581,4.864155132084321,0.9728310264168641,972.8310264168641,1024
20000_20000_1024_hls_power_profile.csv,20000,20000,1,1,5,36.376433707482995,228440,8.309832516137416,1.661966503227483,1661.9665032274831,1024
1000_1000_2048_hls_power_profile.csv,1000,1000,1,1,100,37.80888029577465,12024,0.45461397667639436,0.004546139766763943,4.546139766763943,2048
2500_2500_2048_hls_power_profile.csv,2500,2500,1,1,100,37.43568060835509,62880,2.3539555966533685,0.023539555966533687,23.539555966533687,2048
5000_5000_2048_hls_power_profile.csv,5000,5000,1,1,20,37.05708160402685,48849,1.8102013792751075,0.09051006896375538,90.51006896375539,2048
10000_10000_2048_hls_power_profile.csv,10000,10000,1,1,10,36.95259806260297,98764,3.64958639505492,0.364958639505492,364.958639505492,2048
15000_15000_2048_hls_power_profile.csv,15000,15000,1,1,5,37.09171432601881,108285,4.016476285792947,0.8032952571585893,803.2952571585893,2048
20000_20000_2048_hls_power_profile.csv,20000,20000,1,1,5,36.92354368157895,197248,7.2830951441040845,1.456619028820817,1456.619028820817,2048
1000_1000_4096_hls_power_profile.csv,1000,1000,1,1,100,37.80519953521126,11969,0.45249043323694355,0.0045249043323694355,4.524904332369435,4096
2500_2500_4096_hls_power_profile.csv,2500,2500,1,1,100,38.09037369369369,54729,2.084648061882162,0.02084648061882162,20.84648061882162,4096
5000_5000_4096_hls_power_profile.csv,5000,5000,1,1,20,37.38978689492754,45748,1.710507970869145,0.08552539854345725,85.52539854345726,4096
10000_10000_4096_hls_power_profile.csv,10000,10000,1,1,10,37.5170514391144,79640,2.9878579766110707,0.2987857976611071,298.7857976611071,4096
15000_15000_4096_hls_power_profile.csv,15000,15000,1,1,5,37.27464700322061,101348,3.777710924482402,0.7555421848964804,755.5421848964804,4096
20000_20000_4096_hls_power_profile.csv,20000,20000,1,1,5,37.153664244047626,174484,6.482719951958407,1.2965439903916813,1296.5439903916813,4096
1000_1000_8192_hls_power_profile.csv,1000,1000,1,1,100,37.94578215492957,12164,0.46157249413256324,0.004615724941325633,4.615724941325633,8192
2500_2500_8192_hls_power_profile.csv,2500,2500,1,1,100,37.723167346385544,55188,2.0818661595123253,0.020818661595123255,20.818661595123256,8192
5000_5000_8192_hls_power_profile.csv,5000,5000,1,1,20,37.60860531007752,41993,1.5792981627860854,0.07896490813930426,78.96490813930426,8192
10000_10000_8192_hls_power_profile.csv,10000,10000,1,1,10,37.61499468007662,85545,3.2177747199071547,0.3217774719907155,321.77747199071547,8192
15000_15000_8192_hls_power_profile.csv,15000,15000,1,1,5,37.60995361309523,93516,3.5171324220822133,0.7034264844164426,703.4264844164426,8192
20000_20000_8192_hls_power_profile.csv,20000,20000,1,1,5,37.499255385589095,177123,6.641980611661697,1.3283961223323393,1328.3961223323392,8192
