grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,1,1,7055.33
60,60,1,1,7872.98
100,100,1,1,9173.0
200,100,1,1,11563.19
200,200,1,1,17085.34
300,150,1,1,19373.35
300,300,1,1,33557.55
30,30,1,10,731.78
60,60,1,10,1598.77
100,100,1,10,3997.3399999999992
30,30,1,20,548.0600000000001
60,60,1,20,1470.92
30,30,1,50,453.36
